listing_id,id,date,reviewer_id,reviewer_name,comments,langs,dict_proportion
11551,675784,2011-10-30,32606,Scott,"Adriano's flat is warm and cosy, convenient and well-appointed. And Adriano is a fantastic host--very friendly and knowledgeable, kind and engaging. By staying here you not only have a marvellous experience, you also make a great new friend!",en,0.04329004329004329
11551,691652,2011-11-04,1284985,Elena,"it was absolutly wonderful time in this nice flat and exakt what I was wating for.  Nice clean comfort room and badroom , cоmfortable cаrefully relations of Adrianо,  flat with very good taste. The view from the roof was delight!
 He helpt me to bay ticket to musical ""Wicked""! I am very touched of his good attitude and welcoming. 
Neхt summer I will come agane to his flat with my doghter))))",en,0.045576407506702415
11551,718759,2011-11-14,950973,Gianfranco,Adriano takes care of the details and was very helpful during my stay. ,en,0.06060606060606061
11551,728092,2011-11-18,951620,Joel,"Went to a couple shows at the Brixton Academy and could not have stayed in a more convenient location.  The flat was clean, the host was friendly and reliable, overall a good experience.  Highly recommend.",en,0.05128205128205128
11551,732601,2011-11-20,350419,Selim Michel,"WONDERFUL STAY!
I had a chance that others didn't! Met Adriano in his first apartment of Brixton, charming one bedroom very well located with all possible transports (bus, tube) going to the center in few minutes, i stayed there the first night and got upgraded to the other apartment for my second night!
Clapham is an amazing neighborhood which I didn't know at all. Clapham road (5mns walking from the apartment) is a living street, restaurants, clubs, markets...
The apartment is extremely well done. Two totally separated bedrooms with a charming living room and it chimney full of charm.
Adriano is a great host who has been in guests’ contacts for years and as soon as you meet him you can feel the professionalism and the sense of hospitality he has, available, helpful, smiling and generous!
I would definitely recommend Adriano's apartments and will be looking forward to being there again.
",en,0.05465116279069768
11551,754572,2011-11-29,1422908,Philip,Adriano is a great and helpful host. We realy enjoyed staying there and highly recommend this place,en,0.04081632653061224
11551,777594,2011-12-11,1458385,Ludovit,Perfect!!!,en,0.0
11551,790296,2011-12-17,1481525,Bill,"Adriano is a great, caring person.
The suite is a bit small and crowded, but very clean. The location is good and close to transportation.",en,0.06766917293233082
11551,797602,2011-12-21,835946,Rodrigo,"The room is cozy and comfortable, even though it is small. The neighborhood has a vibrant life.
We had little time with Adriano, but even so we could enjoy his company and know his other house. He's very polite, caring and respectful.",en,0.07142857142857142
11551,830273,2012-01-03,1377321,Dave,"My mates and I needed a place to stay over the holiday's and Adriano's seemed like a great deal. We found the place very easily and it's about a two block stop from the Victoria line at the Brixton stop. Adriano had the flat looking exactly like the pictures and it was perfect, even with three people staying for a week. The Lambeth/Brixton area is quite nice and there are many hip restaurants and pubs in walking distance that are worth checking out. Adriano is a wonderful host and was very easy to deal with.I highly recommend this flat for anyone who wishes to stay in the London area, but not in the midst of the hustle of the big city. ",en,0.05314009661835749
11551,877496,2012-01-23,1445320,Roberta,"Adriano's is a very good accommodation for people seeking good location and a flexible stay. It was by far the best option on the market! Adriano is very nice and flexible himself (we checked in at 11 pm!). The bed was a bit too fluffy, but we stayed there for three weeks, you wouldn't notice before that or if you're used to it. Brixton is great, very lively and with all things handy, including the tube and rail stations, which are just at the corner. Enjoy!",en,0.038636363636363635
11551,908118,2012-02-07,264066,Peter,"Great place - well worth the value. Brixton is an interesting neighborhood and the tube stop is close to the apartment. The apartment itself is cozy and has everything one would need. Not only that - after we met our very generous host Adriano, he upgraded us to his other property! A really great person who I'm glad to have met.",en,0.06269592476489028
11551,922311,2012-02-14,1724845,Georgi,My friend and I stayed in this flat on two occasions for over a month's time and were very happy. Adriano is very friendly and helpful and the flat looks exactly like it does in the pictures. It is also in a great location less than 5 minutes walk to Brixton tube. Would definitely stay here again.,en,0.05263157894736842
11551,926100,2012-02-16,860194,Razvan,"Nice flat, bright host and very very good location.
Highly recommended!",en,0.04411764705882353
11551,959613,2012-02-28,1701240,Maël,We really enjoyed our stay at Adriano'place. His flat is very nice and he knows very well how to welcome people !,en,0.045871559633027525
11551,1027305,2012-03-21,1718061,Ju,"We got upgraded to Adriano's Northern Clapham apartment, which was in a better location than Brixton. We found it easy to get around on the tube, which was less than 5 minutes walk away. The area near the tube station was pretty lively till at least 8pm, with restaurants and grocery shops. 

The apartment was tastefully decorated and everything was thoughtfully planned. There were beautiful flowers around the house, scented candles in the bedroom and bathroom. My boyfriend and I stayed in the double room. Towels were provided, and there was ample shelf and dresser space although the room itself was pretty cosy. The bed was really comfortable, we had great rest during our trip to London. In the morning when we drew up the blinds, the sunlight streaming in from the huge window made for an uplifting experience. 

Adriano is an attentive, caring host who was there to welcome us when we arrived. He recommended us a good deal for sightseeing in London that was provided by the rail pass. He is genuine, friendly, and nice to chat with. Overall, Adriano made our first Airbnb experience a pleasant one. ",en,0.06143667296786389
11551,1050575,2012-03-27,1762134,Maddalena,"Adriano is such a welcoming host. We were taken aback by his incredible hospitality. We were upgraded to his home in the lovely South London neighborhood of Clapham and enjoyed being surrounded by his cozy dwelling. There were offers of porridge and tea and coffee but we didn't have a chance to take wonderful Adriano up on these offers because we were so busy in the great city of London. He had many reccomendations for things to do in the area and in greater London. Great accommodation, great host!",en,0.036585365853658534
11551,1072451,2012-04-02,1807382,Burcin,"Nice place, good location.
Adriano is so nice and friendly.
Thank you very much,
Sincerely,
Burcin",en,0.03225806451612903
11551,1087509,2012-04-05,1367610,Marcus,"I sent my language student and her boyfriend to stay at Adrian's for a few nights, so this is not a direct review. However, I know she had a great time, felt very welcome and found the flat very comfortable. I will be recommending the place again.",en,0.046218487394957986
11551,1092970,2012-04-07,1206265,Kyle,This is a cute little flat in a great neighborhood. Adriana was a great host and told us where to find the fun shops and restaurants in Brixton! We can't wait to go back!,en,0.04938271604938271
11551,1101037,2012-04-09,1468361,Matt,"Adriano was an excellent host.  The flat is very well maintained, convenient location - perfect flat for a weekend getaway.  Could not have been any happier with my experience!  ",en,0.047619047619047616
11551,1130245,2012-04-15,806501,Sarah,Adriano is a good guy!  His place is really close to the underground and very convenient.  It has everything you need for a great London experience.  ,en,0.056338028169014086
11551,1153500,2012-04-19,2138161,Jean Philippe,"We had an amazing week end to this place! it was warm, in a comfortable flat, very welcoming, with people so nice that we wish we stayed longer!
We recommend it to anyone that is looking for a pleasant place, with a good geography, with very nice people.
Thank you for everything again!",en,0.025362318840579712
11551,1167028,2012-04-23,1092889,Lucia,"We enjoyed our stay in Brixton. The flat was warm, comfortable, it has everything you need. The tube and thereby London center are very close.  Adriano was an attentive host, he welcome us when we arrived late in the evening. He is good accessible.  I read inattentive the flat information and was unpleasant surprised, only breakfast is allowed in the flat. But the hosts were flexible. Many thanks! ",en,0.07631578947368421
11551,1207182,2012-05-01,1685247,Lucia,The flat is very well located - extremely close to Brixton Subway Station and very clean. Adriano is an attentive and flexible host. He can also give you good tips on places to eat in the neighbourhood and on how to save some money in a wise way during your stay in London. ,en,0.052434456928838954
11551,1225187,2012-05-04,1591302,Victor,"Siendo nuestra primera experiencia en Airbnb sentiamos un poco de desconfianza, pero el mejor inicio que pudimos tener fue alojarnos en el apartamento de Adriano, bien localizado, con acceso facil por metro desde y hacia el aeropuerto y a todos los atractivos de Londres.
Contrario a otros comentarios, nosotros si tuvimos contacto frecuente con Adriano pues siempre estuvo al pendiente de nuestras actividades. Buen conversador, comentabamos lo que habiamos hecho y nos recomendaba como movernos de la manera mas facil y economica e hizo nuestra estancia muy agradable.
Si regresamos a Londres nos alojaremos nuevamente en su apartamento y recomendamos que si tienen oportunidad lo hagan.

Being our first experience in Airbnb we felt a little suspicious, but the best start that we could have been was to stay at the Adriano's apartment, well located, with easy access by subway to and from the airport and all the attractions of London.
Contrary to other comments, we had frequent contact with Adriano because he was always watch for our activities. Good conversationalist, we talked about what we had done and advised us how to move in the most easy and cheap way. Adriano made our stay very pleasant.
If we return to London we will stay in her apartment again and recommend that if you have the opportunity to do so.",en,0.018604651162790697
11551,1242269,2012-05-07,2202400,Christina,Adriano was there waiting for us even though we were late arriving.  He took us around the neighborhood and recommended places for us to eat.  He was very hospitable.,en,0.07096774193548387
11551,1284821,2012-05-15,1665832,Leslie,"Adriano was very kind and helpfull. He take us to the discrit and show us the place to see. He told us a lot of things about the city and how to spend less money. 
His house was very clean, comfortable, near the tube and close to the center of London. It was a perfect location. I thinks I ll book again for my next trips in London.",en,0.0673076923076923
11551,1309949,2012-05-20,2190433,Jie,Adriano was very helpful and welcoming. He made our stay in London very comfortable. Would definitely book with him again!,en,0.0423728813559322
11551,1360759,2012-05-28,1687146,Jeff,"The location of this apartment was great, we were very close to the tube which made it very convenient for getting around London. Adriano was very nice and welcoming and showed us around the neighborhood upon our arrival. We ended up staying with one of his relatives instead of Adriano, which we were a bit surprised by. Overall our 8 days in Brixton were great!",en,0.045454545454545456
11551,1436576,2012-06-08,2062629,Julian,"Adriano is a very friendly host, who cares a lot about the people who he accommodates. He gave us an extensive tour through the neighbourhood and was always very kind. 
The flat itself is indeed very cosy and equipped with everything you need from free wifi to a proper kitchen. A true bonus is the great roof terrace which gives you a nice view over Brixton. 
The flat is located in a quietish street close to the tube station which gets u right in the heart of London in 10 Minutes. 

The only thing I'd change the next time is to book the entire flat, since it is a bit small to share it with another person. 

We had a great week in London thanks to this perfect accommodation.  ",en,0.0637329286798179
11551,1447045,2012-06-09,190208,Jo And Luka,"It was my parents who stayed at Adriano's place, so I'm leaving this review for them too.  Firstly, we all loved Adriano!  I can understand why he's so popular with his guests, he's a lovely and warm person. We made a very last minute request and were so grateful that he helped us out so quickly. The flat is very well located and my parents had a restful sleep, so we were all happy! ",en,0.0440771349862259
11551,1467286,2012-06-12,2338610,Aditya,great guy - good conversationalist - excellent location with immediate access to all amenities,en,0.044444444444444446
11551,1490146,2012-06-16,2099086,D.,"It was my first time in London and my experience at Adriano's was awesome he was very welcoming and helpful. Walking around Brixton and having lunch together, he gave me good insider tips about the city. The house is perfectly located you can walk to the subway (tube) from there. We enjoyed some stimulating and professionnel conversations about hosting guest on Airbnb. 
         Merci Adri, à bientôt j'espère!   :)",en,0.05412371134020619
11551,1600047,2012-07-01,1830090,Debora,"Adriano is surely a great host! He's very helpful and friendly. He even took me and my friend to a small Brixton tour and suggested us what to see and where to eat. Brixton has a special atmosphere and it surely worth to see it! The house was clean and, even if the bedroom is quite small, it surely worth its price! The flat is in a good position, in few minutes walking you can get to the tube and in 10-15 minutes you'll be in central London!",en,0.05868544600938967
11551,2110902,2012-08-27,1758057,Stefanie,"The flat was easy to find, convenient, clean, and had everything we needed. Adriano was very friendly, accommodating, and gave us many helpful suggestions and instructions! I would highly recommend this host and location to anyone wanting to stay in London.",en,0.05327868852459016
11551,2272274,2012-09-13,1733771,Tony,"Siamo stati nell'appartamento di Adriano a inizio settembre per una settimana. L'appartamento è esattamente come si vede dalle foto, molto grazioso e ospitale, adatto ad accogliere o una coppia o una piccola famiglia. Una cosa che ci ha notevolmente colpiti e soddisfatto è stato l'estremo livello di pulizia dell'appartamento. Adriano è davvero un ospite eccezionale, gentile. Per qualsiasi cosa si è reso disponibile consigliandoci anche luoghi da visitare e accompagnandoci di persona a fare il giro del quartiere (come da lui promesso in uno dei messaggi prima della partenza). L'alloggio perfetto per poter visitare Londra senza difficoltà e godendo anche di un ottimo appartamento.
Da notare che l'appartamento si trova a 2 minuti a piedi dalla metro in zona 2. Lo terremo in considerazione per altri soggiorni a Londra. Consigliatissimo.

We stayed at Adriano's place at the beginning of September for a week. The flat resambles exactly the pics you find on the website, it is very nice and hospitable and it's perfect for a couple or a small family. One thing that really impressed and satisfied us was the extreme level of cleanliness of the flat. Adriano is indeed a great host, very kind. He has been always available for any request (by phone or mail) and also advised us where to go around the block. He took us around the neighborhood as he promised he would have done in one of the mails we got before the departure. His flat is the perfect accommodation for visiting London easily, while staying in a good flat.
To be noted that the flat is 2 minutes walk away from the Tube in Zone 2. We'll definitely keep this flat in mind for other jorneys in London. Highly recommended.",en,0.03351614868982328
11551,2373187,2012-09-22,2992350,Marie,Adrian is a very nice and very helpful host. For my business trip to London  I had a perfect base in his fab flat in Brixton.,en,0.03278688524590164
11551,2484435,2012-10-02,3334109,Monica,"We had such a great time in Adriano's place. It was clean, tidy, had everything we needed and was in the perfect location. We knew it would be close to the Underground station, but no idea it was right around the corner! And Brixton is such a cool area, full of incredible shops and restaurants, all within walking distance of the flat. Adriano was quick to respond anytime I had a question for him and super helpful overall. 

We were sad to leave, but can't wait to go back! We couldn't have asked for a better experience, and this was my first one in London and with AirBNB, so I was super impressed. :)",en,0.050347222222222224
11551,2559863,2012-10-09,3460574,Sonja,"Adriano is a great host, very nice and interesting! His apartment is very cozy and clean, in a typical london house. The roof terrace is wonderful! Adriano welcomed us personally and gave us many information. We love Brixton. A colorful mix of many nationalities. Although the London people are running always quickly, we met some very nice people. There are many supermarkets and the market is great. Many tiny restaurants and shops. You can buy everything you need.The subway is right next door. You were quickly anywhere in London.
Thank you Adriano !!!
",en,0.05649717514124294
11551,2628032,2012-10-16,2868756,Christina,"Die Wohnung ist gut ausgestattet und sauber. sie liegt sehr verkehrsgünstig ist trotdem sehr ruhig.  Adriano ist ein sehr freundlicher, aufmerksamer und hilfsbereiter Gastgeber.

The flat is convenient, clean and equipped with everything you need from free wifi to a proper kitchen. It's close to the Underground station and there are many supermarkets, restaurants and shops.
Adriano is a great host. He's very helpful and friendly. 
We had a pleasant stay and would highly recommend this host and location.
",en,0.049281314168377825
11551,2770984,2012-10-31,3750825,Aaron,"My Dad and I spent a week at Adriano's apartment while staying in London and couldn't of been more perfect.  The apartment is well kept and comfortable.  It's close to the tube and has a great neighborhood pub just two blocks away.  Thanks Adriano for the hospitality!

",en,0.047058823529411764
11551,2848979,2012-11-10,1601023,Angelina,"Adriano was a very gracious host. The apartment was extremely clean and comfortable. It was a great home base for our adventures in London. The neighborhood was definitely what we wanted. Full of life, music and hustle. Though it is a busy neighborhood, the flat is located a block off of the main busy street so you do get a peaceful, quiet place. The roof deck is great for viewing the city. I sincerely recommend.",en,0.0575
11551,3286671,2013-01-06,3829480,Miguel,"Great stay, no problems whatsoever.",en,0.0
11551,3405628,2013-01-24,420930,Borys,"Great location, just 2 minutes walk to Brixton station (with a 15 min transport to Victoria via tube).
Very nice and helpful host (cheers Adriano!), we stayed in touch weeks before the stay and all worked just fine while there.
The flat is ideal for a couple or 3 people. 
Very recommended!",en,0.04727272727272727
11551,3909442,2013-03-26,5297635,Combrink,"Adriano was a great host & the flat was lovely, clean and in the perfect location. The flat is very central to Brixton town centre and the tube/busses, but far enough from the noise to have some peace and quiet. I'd definitely recommend staying  here as it's one of London's most vibrant neighbourhoods and very easy to travel from.",en,0.06349206349206349
